Day	Total	1	2	3	4	5	6	2P
01/05/2015 08:36	1	1	0	0	0	0	0	0
01/05/2015 12:00	1	1	0	0	0	0	0	0
02/05/2015 07:34	1	0	1	0	0	0	0	0
03/05/2015 18:43	1	0	0	1	0	0	0	0
04/05/2015 15:23	1	0	0	1	0	0	0	0
05/05/2015 09:49	1	0	1	0	0	0	0	0
06/05/2015 12:49	1	0	1	0	0	0	0	0
06/05/2015 15:26	1	1	0	0	0	0	0	0
07/05/2015 14:56	1	1	0	0	0	0	0	0
08/05/2015 10:16	1	0	0	0	0	0	0	1
08/05/2015 11:12	1	0	0	0	0	0	0	1
09/05/2015 11:31	1	0	1	0	0	0	0	0
09/05/2015 17:00	1	0	1	0	0	0	0	0
09/05/2015 17:36	1	0	0	0	0	0	0	1
09/05/2015 18:50	1	1	0	0	0	0	0	0
10/05/2015 13:52	1	1	0	0	0	0	0	0
10/05/2015 21:32	1	0	1	0	0	0	0	0
11/05/2015 08:36	1	0	1	0	0	0	0	0
12/05/2015 11:54	1	0	1	0	0	0	0	0
12/05/2015 14:20	1	1	0	0	0	0	0	0
12/05/2015 15:03	1	1	0	0	0	0	0	0
12/05/2015 16:15	1	1	0	0	0	0	0	0
12/05/2015 16:32	1	0	1	0	0	0	0	0
13/05/2015 12:17	1	1	0	0	0	0	0	0
13/05/2015 14:29	1	0	1	0	0	0	0	0
13/05/2015 22:15	1	0	1	0	0	0	0	0
14/05/2015 06:35	1	0	1	0	0	0	0	0
14/05/2015 11:00	1	0	1	0	0	0	0	0
14/05/2015 13:20	1	1	0	0	0	0	0	0
15/05/2015 10:28	1	0	1	0	0	0	0	0
15/05/2015 13:44	1	1	0	0	0	0	0	0
15/05/2015 15:34	1	0	0	0	0	0	0	1
15/05/2015 17:21	1	0	0	1	0	0	0	0
16/05/2015 08:12	1	1	0	0	0	0	0	0
16/05/2015 10:21	1	0	0	1	0	0	0	0
16/05/2015 11:41	1	1	0	0	0	0	0	0
16/05/2015 14:34	1	1	0	0	0	0	0	0
16/05/2015 22:01	1	0	1	0	0	0	0	0
17/05/2015 16:03	1	0	1	0	0	0	0	0
18/05/2015 17:53	1	1	0	0	0	0	0	0
18/05/2015 20:35	1	1	0	0	0	0	0	0
20/05/2015 17:09	1	1	0	0	0	0	0	0
20/05/2015 17:24	1	0	0	0	0	0	0	1
20/05/2015 18:22	1	0	0	0	0	0	0	1
23/05/2015 13:24	1	0	1	0	0	0	0	0
24/05/2015 06:35	1	1	0	0	0	0	0	0
24/05/2015 11:37	1	0	0	1	0	0	0	0
24/05/2015 11:44	1	1	0	0	0	0	0	0
24/05/2015 12:54	1	1	0	0	0	0	0	0
24/05/2015 17:30	1	1	0	0	0	0	0	0
25/05/2015 13:12	1	1	0	0	0	0	0	0
26/05/2015 12:46	1	1	0	0	0	0	0	0
26/05/2015 15:59	1	1	0	0	0	0	0	0
26/05/2015 21:05	1	1	0	0	0	0	0	0
27/05/2015 06:56	1	1	0	0	0	0	0	0
27/05/2015 11:41	1	1	0	0	0	0	0	0
27/05/2015 20:49	1	1	0	0	0	0	0	0
28/05/2015 12:57	1	0	0	1	0	0	0	0
28/05/2015 16:52	1	0	1	0	0	0	0	0
29/05/2015 09:53	1	0	1	0	0	0	0	0
30/05/2015 08:12	1	0	1	0	0	0	0	0
30/05/2015 18:31	1	0	1	0	0	0	0	0
31/05/2015 07:37	1	0	1	0	0	0	0	0
