Day,Total,1,2,3,4,5,6,2P
01/05/2015,10,4,2,1,2,1,0,0
02/05/2015,11,5,2,2,0,1,1,0
03/05/2015,16,4,4,5,1,2,0,0
04/05/2015,13,5,3,2,2,0,1,0
05/05/2015,8,3,3,1,1,0,0,0
06/05/2015,18,7,5,2,3,1,0,0
07/05/2015,11,4,4,0,2,0,1,0
08/05/2015,18,9,5,4,0,0,0,0
09/05/2015,16,5,6,2,1,2,0,0
10/05/2015,7,1,1,1,2,2,0,0
11/05/2015,15,7,1,4,2,1,0,0
12/05/2015,10,2,5,1,1,0,1,0
13/05/2015,12,4,5,1,1,1,0,0
14/05/2015,18,7,3,5,1,2,0,0
15/05/2015,20,4,6,6,3,1,0,0
16/05/2015,19,4,8,3,1,0,3,0
17/05/2015,15,2,5,3,4,1,0,0
18/05/2015,15,2,9,3,0,1,0,0
19/05/2015,19,6,7,3,3,0,0,0
20/05/2015,12,2,4,4,0,0,2,0
21/05/2015,11,3,5,1,1,0,1,0
22/05/2015,13,9,1,3,0,0,0,0
23/05/2015,15,4,5,3,2,1,0,0
24/05/2015,16,9,4,1,2,0,0,0
25/05/2015,17,7,4,2,3,1,0,0
26/05/2015,12,4,4,3,1,0,0,0
27/05/2015,9,5,1,3,0,0,0,0
28/05/2015,12,5,3,1,2,0,1,0
29/05/2015,16,2,7,4,3,0,0,0
30/05/2015,17,2,6,4,3,2,0,0
31/05/2015,14,8,2,0,0,3,1,0
01/06/2015,24,7,9,4,2,2,0,0
02/06/2015,24,9,7,5,2,1,0,0
03/06/2015,30,11,8,5,2,4,0,0
04/06/2015,38,14,13,2,4,2,3,0
05/06/2015,28,8,7,7,2,0,4,0
06/06/2015,27,13,7,4,1,1,1,0
07/06/2015,33,13,13,3,3,1,0,0
08/06/2015,35,18,7,5,1,2,2,0
09/06/2015,23,8,7,4,2,2,0,0
10/06/2015,33,14,10,6,2,0,1,0
11/06/2015,19,7,7,4,0,1,0,0
12/06/2015,27,11,10,4,0,1,1,0
13/06/2015,33,11,13,6,0,2,1,0
14/06/2015,24,9,8,3,1,0,3,0
15/06/2015,29,14,9,4,2,0,0,0
16/06/2015,30,13,8,6,0,3,0,0
17/06/2015,34,18,8,6,1,1,0,0
18/06/2015,34,11,13,6,2,1,1,0
19/06/2015,36,17,9,6,1,2,1,0
20/06/2015,30,12,9,5,0,0,4,0
21/06/2015,43,22,8,9,3,0,1,0
22/06/2015,33,15,8,5,4,1,0,0
23/06/2015,33,10,11,5,3,4,0,0
24/06/2015,40,16,13,10,1,0,0,0
25/06/2015,21,14,4,2,1,0,0,0
26/06/2015,34,15,11,6,2,0,0,0
27/06/2015,32,17,4,4,2,1,4,0
28/06/2015,29,9,6,9,3,0,2,0
29/06/2015,31,13,7,7,3,0,1,0
30/06/2015,30,15,8,6,1,0,0,0
01/07/2015,38,13,7,11,5,2,0,0
02/07/2015,36,16,13,4,2,1,0,0
03/07/2015,52,23,14,10,3,1,1,0
04/07/2015,50,24,15,8,1,2,0,0
05/07/2015,48,25,13,9,1,0,0,0
06/07/2015,34,17,5,9,1,2,0,0
07/07/2015,41,14,14,7,3,2,1,0
08/07/2015,44,15,12,15,1,1,0,0
09/07/2015,40,17,8,11,2,1,1,0
10/07/2015,46,26,8,7,2,2,1,0
11/07/2015,63,33,13,10,3,4,0,0
12/07/2015,45,18,15,10,0,1,1,0
13/07/2015,42,12,13,9,4,3,1,0
14/07/2015,43,17,8,7,6,4,1,0
15/07/2015,35,12,12,6,4,1,0,0
16/07/2015,35,20,6,7,2,0,0,0
17/07/2015,53,23,15,12,2,1,0,0
18/07/2015,40,16,11,8,3,2,0,0
19/07/2015,35,11,6,10,5,3,0,0
20/07/2015,46,19,13,11,1,2,0,0
21/07/2015,35,19,5,5,4,1,1,0
22/07/2015,43,21,13,3,1,3,2,0
23/07/2015,49,20,17,7,2,2,1,0
24/07/2015,45,21,11,7,2,1,3,0
25/07/2015,39,22,12,3,0,2,0,0
26/07/2015,50,20,16,8,3,3,0,0
27/07/2015,33,12,12,6,0,2,1,0
28/07/2015,38,20,6,9,1,1,1,0
29/07/2015,36,20,4,6,4,2,0,0
30/07/2015,43,12,15,10,2,2,2,0
31/07/2015,66,26,19,14,2,5,0,0
01/08/2015,43,22,14,2,1,2,2,0
02/08/2015,49,29,8,6,4,2,0,0
03/08/2015,44,20,10,9,2,2,1,0
04/08/2015,33,12,9,7,2,3,0,0
05/08/2015,32,14,7,7,3,1,0,0
06/08/2015,33,16,8,4,2,1,2,0
07/08/2015,41,13,14,9,3,2,0,0
08/08/2015,34,15,10,3,0,5,1,0
09/08/2015,40,22,6,7,4,1,0,0
10/08/2015,32,18,7,5,1,1,0,0
11/08/2015,36,15,8,7,2,2,2,0
12/08/2015,31,16,7,2,3,2,1,0
13/08/2015,25,14,4,5,1,1,0,0
14/08/2015,40,15,17,7,1,0,0,0
15/08/2015,36,17,10,6,2,1,0,0
16/08/2015,27,16,5,5,0,1,0,0
17/08/2015,30,14,2,10,2,2,0,0
18/08/2015,38,19,12,6,1,0,0,0
19/08/2015,40,22,8,5,3,1,1,0
20/08/2015,23,10,5,6,1,0,1,0
21/08/2015,38,15,13,5,4,0,1,0
22/08/2015,28,13,8,1,5,1,0,0
23/08/2015,44,19,11,8,2,4,0,0
24/08/2015,37,18,4,9,3,3,0,0
25/08/2015,35,13,13,5,2,2,0,0
26/08/2015,32,14,7,8,2,1,0,0
27/08/2015,36,14,16,3,2,1,0,0
28/08/2015,44,21,14,5,2,2,0,0
29/08/2015,36,19,10,4,2,0,1,0
30/08/2015,42,18,12,7,2,3,0,0
31/08/2015,44,20,11,4,7,2,0,0
01/09/2015,25,13,6,4,0,2,0,0
02/09/2015,39,15,12,6,3,2,1,0
03/09/2015,26,13,5,5,2,0,1,0
04/09/2015,33,17,5,3,6,1,1,0
05/09/2015,31,10,8,8,3,1,1,0
06/09/2015,22,8,6,5,2,0,1,0
07/09/2015,27,6,8,6,3,3,1,0
08/09/2015,24,7,8,6,2,0,1,0
09/09/2015,29,12,5,7,1,3,1,0
10/09/2015,20,9,6,2,3,0,0,0
11/09/2015,30,17,6,2,3,1,1,0
12/09/2015,33,15,8,5,3,0,2,0
13/09/2015,33,14,5,9,3,2,0,0
14/09/2015,23,11,4,7,0,1,0,0
15/09/2015,24,11,7,2,1,3,0,0
16/09/2015,35,15,11,5,2,0,2,0
17/09/2015,32,10,10,9,1,2,0,0
18/09/2015,28,10,9,7,0,1,1,0
19/09/2015,32,14,5,8,4,1,0,0
20/09/2015,34,15,7,6,3,2,1,0
21/09/2015,29,10,4,10,3,2,0,0
22/09/2015,29,16,5,6,1,1,0,0
23/09/2015,26,5,11,9,1,0,0,0
