Day,Total,1,2,3,4,5,6,2P
01/05/2015,15,8,1,1,3,2,0,0
02/05/2015,14,5,2,4,0,2,1,0
03/05/2015,16,5,6,2,1,2,0,0
04/05/2015,13,7,3,2,0,1,0,0
05/05/2015,15,3,7,3,2,0,0,0
06/05/2015,19,7,4,3,3,1,1,0
07/05/2015,11,1,4,1,4,0,1,0
08/05/2015,16,6,6,4,0,0,0,0
09/05/2015,13,8,4,0,0,1,0,0
10/05/2015,13,6,6,0,1,0,0,0
11/05/2015,15,8,3,3,1,0,0,0
12/05/2015,19,5,4,5,2,2,1,0
13/05/2015,21,5,10,4,2,0,0,0
14/05/2015,18,6,3,5,0,3,1,0
15/05/2015,19,8,4,3,2,2,0,0
16/05/2015,19,7,6,4,0,0,2,0
17/05/2015,11,4,5,2,0,0,0,0
18/05/2015,23,10,7,4,0,2,0,0
19/05/2015,18,6,5,2,3,2,0,0
20/05/2015,16,7,4,3,1,0,1,0
21/05/2015,20,7,5,3,4,1,0,0
22/05/2015,14,7,4,0,2,1,0,0
23/05/2015,17,7,5,1,2,1,1,0
24/05/2015,14,6,3,2,2,1,0,0
25/05/2015,17,10,4,0,3,0,0,0
26/05/2015,14,6,5,2,1,0,0,0
27/05/2015,9,5,0,4,0,0,0,0
28/05/2015,20,8,4,4,2,2,0,0
29/05/2015,18,9,3,3,1,2,0,0
30/05/2015,15,7,4,4,0,0,0,0
31/05/2015,20,7,5,4,1,3,0,0
01/06/2015,29,12,10,5,1,0,1,0
02/06/2015,25,11,5,7,2,0,0,0
03/06/2015,38,18,8,9,2,1,0,0
04/06/2015,43,21,4,12,1,2,3,0
05/06/2015,40,18,12,7,1,1,1,0
06/06/2015,44,16,20,6,2,0,0,0
07/06/2015,42,16,12,9,1,3,1,0
08/06/2015,46,18,18,5,4,1,0,0
09/06/2015,35,17,11,5,0,1,1,0
10/06/2015,38,20,11,4,2,0,1,0
11/06/2015,38,20,11,6,0,1,0,0
12/06/2015,43,25,11,6,0,0,1,0
13/06/2015,38,20,8,7,2,0,1,0
14/06/2015,37,19,9,6,0,1,2,0
15/06/2015,47,26,14,4,2,0,1,0
16/06/2015,56,25,15,8,3,5,0,0
17/06/2015,49,28,9,8,1,2,1,0
18/06/2015,43,22,10,4,5,1,1,0
19/06/2015,44,17,15,11,1,0,0,0
20/06/2015,45,21,13,9,1,0,1,0
21/06/2015,53,27,11,14,1,0,0,0
22/06/2015,52,23,13,12,3,1,0,0
23/06/2015,43,23,10,4,2,4,0,0
24/06/2015,54,28,10,14,2,0,0,0
25/06/2015,35,16,8,8,1,1,1,0
26/06/2015,28,13,9,3,1,2,0,0
27/06/2015,53,24,15,12,1,0,1,0
28/06/2015,41,17,10,10,1,2,1,0
29/06/2015,53,26,16,8,1,2,0,0
30/06/2015,40,18,15,6,1,0,0,0
01/07/2015,48,25,9,9,1,1,3,0
02/07/2015,48,21,21,3,2,0,1,0
03/07/2015,61,27,12,15,3,3,1,0
04/07/2015,59,25,19,13,1,1,0,0
05/07/2015,77,43,15,13,2,3,1,0
06/07/2015,57,21,21,13,1,1,0,0
07/07/2015,53,27,16,8,2,0,0,0
08/07/2015,52,23,18,10,1,0,0,0
09/07/2015,75,35,22,16,1,1,0,0
10/07/2015,68,31,23,11,1,0,2,0
11/07/2015,78,38,27,9,2,2,0,0
12/07/2015,57,25,16,13,2,0,1,0
13/07/2015,69,31,23,10,2,2,1,0
14/07/2015,57,24,12,12,7,1,1,0
15/07/2015,41,21,13,4,3,0,0,0
16/07/2015,60,30,13,10,4,3,0,0
17/07/2015,66,38,14,11,2,0,1,0
18/07/2015,59,26,21,8,2,2,0,0
19/07/2015,71,30,17,16,4,4,0,0
20/07/2015,56,23,16,11,3,3,0,0
21/07/2015,59,30,11,16,1,1,0,0
22/07/2015,45,19,13,8,2,2,1,0
23/07/2015,56,30,12,6,3,2,3,0
24/07/2015,79,36,17,18,4,2,2,0
25/07/2015,64,32,11,17,0,2,2,0
26/07/2015,56,29,12,13,1,0,1,0
27/07/2015,65,34,16,10,2,2,1,0
28/07/2015,42,23,9,9,1,0,0,0
29/07/2015,64,25,19,12,4,1,3,0
30/07/2015,58,24,17,16,1,0,0,0
31/07/2015,83,39,24,17,1,2,0,0
01/08/2015,66,29,18,10,4,4,1,0
02/08/2015,79,42,19,12,4,1,1,0
03/08/2015,48,25,12,7,0,4,0,0
04/08/2015,48,24,10,10,2,2,0,0
05/08/2015,51,26,12,9,4,0,0,0
06/08/2015,41,20,8,8,2,0,3,0
07/08/2015,74,30,26,11,3,2,2,0
08/08/2015,54,29,15,6,1,1,2,0
09/08/2015,54,29,10,11,3,1,0,0
10/08/2015,52,28,8,14,2,0,0,0
11/08/2015,60,28,12,14,4,1,1,0
12/08/2015,43,27,6,7,2,1,0,0
13/08/2015,40,23,10,5,2,0,0,0
14/08/2015,55,30,13,9,1,1,1,0
15/08/2015,63,32,13,15,0,3,0,0
16/08/2015,56,27,10,15,1,3,0,0
17/08/2015,55,27,17,6,3,2,0,0
18/08/2015,53,28,12,10,2,0,1,0
19/08/2015,54,32,9,8,4,1,0,0
20/08/2015,44,19,8,13,2,0,2,0
21/08/2015,56,22,19,8,2,2,3,0
22/08/2015,55,23,16,13,3,0,0,0
23/08/2015,59,34,16,6,1,2,0,0
24/08/2015,55,27,14,7,4,3,0,0
25/08/2015,41,24,12,3,1,1,0,0
26/08/2015,62,29,12,16,2,3,0,0
27/08/2015,38,18,16,3,1,0,0,0
28/08/2015,52,26,11,12,2,1,0,0
29/08/2015,49,23,12,10,3,0,1,0
30/08/2015,50,24,15,8,1,2,0,0
31/08/2015,52,29,11,6,5,0,1,0
