Day,Total,1,2,3,4,5,6,2P
01/05/2015,3,1,0,0,0,0,0,2
02/05/2015,3,0,0,2,0,0,0,1
03/05/2015,3,1,0,1,0,0,0,1
04/05/2015,5,1,1,1,0,0,0,2
05/05/2015,3,1,0,0,0,0,0,2
06/05/2015,3,1,1,0,0,0,0,1
07/05/2015,3,2,0,1,0,0,0,0
08/05/2015,2,0,1,0,0,0,0,1
09/05/2015,3,0,2,1,0,0,0,0
10/05/2015,3,1,0,0,0,0,0,2
11/05/2015,9,4,2,2,0,0,0,1
12/05/2015,5,0,2,1,0,0,0,2
13/05/2015,6,2,2,0,0,0,0,2
14/05/2015,3,1,1,1,0,0,0,0
15/05/2015,4,1,1,0,0,0,0,2
16/05/2015,5,3,2,0,0,0,0,0
17/05/2015,5,3,1,1,0,0,0,0
18/05/2015,4,1,2,1,0,0,0,0
19/05/2015,3,2,0,0,0,0,0,1
20/05/2015,3,1,1,0,0,0,0,1
21/05/2015,5,0,2,2,0,0,0,1
22/05/2015,7,3,2,0,0,0,0,2
23/05/2015,6,2,2,2,0,0,0,0
24/05/2015,5,2,2,0,0,0,0,1
25/05/2015,6,2,1,0,0,0,0,3
26/05/2015,2,1,1,0,0,0,0,0
27/05/2015,6,3,2,0,0,0,0,1
28/05/2015,6,4,1,0,0,0,0,1
29/05/2015,6,3,1,1,0,0,0,1
30/05/2015,4,2,0,0,0,0,0,2
31/05/2015,6,2,2,1,0,0,0,1
01/06/2015,8,6,0,1,0,0,0,1
02/06/2015,13,3,4,3,0,0,0,3
03/06/2015,13,7,3,2,0,0,0,1
04/06/2015,16,6,7,2,0,0,0,1
05/06/2015,15,5,5,2,0,0,0,3
06/06/2015,15,5,6,1,0,0,0,3
07/06/2015,10,7,2,0,0,0,0,1
08/06/2015,8,5,2,1,0,0,0,0
09/06/2015,7,5,1,0,0,0,0,1
10/06/2015,13,7,3,1,0,0,0,2
11/06/2015,16,7,7,1,0,0,0,1
12/06/2015,18,9,3,5,0,0,0,1
13/06/2015,18,9,6,2,0,0,0,1
14/06/2015,19,14,3,1,0,0,0,1
15/06/2015,20,12,3,3,0,0,0,2
16/06/2015,17,9,4,3,0,0,0,1
17/06/2015,21,15,4,2,0,0,0,0
18/06/2015,15,10,2,2,0,0,0,1
19/06/2015,18,11,4,2,0,0,0,1
20/06/2015,22,8,6,6,0,0,0,2
21/06/2015,20,11,4,3,0,0,0,2
22/06/2015,19,10,5,4,0,0,0,0
23/06/2015,15,6,7,0,0,0,0,2
24/06/2015,17,10,6,1,0,0,0,0
25/06/2015,9,2,2,3,0,0,0,2
26/06/2015,15,8,5,1,0,0,0,1
27/06/2015,18,9,5,3,0,0,0,1
28/06/2015,18,6,5,5,0,0,0,2
29/06/2015,19,10,4,5,0,0,0,0
30/06/2015,18,5,5,6,0,0,0,2
01/07/2015,14,5,5,4,0,0,0,0
02/07/2015,25,8,13,3,0,0,0,1
03/07/2015,30,13,9,6,0,0,0,2
04/07/2015,30,13,10,5,0,0,0,2
05/07/2015,36,18,9,9,0,0,0,0
06/07/2015,11,3,5,3,0,0,0,0
07/07/2015,27,13,6,7,0,0,0,1
08/07/2015,27,6,12,7,0,0,0,2
09/07/2015,25,10,9,6,0,0,0,0
10/07/2015,26,13,12,1,0,0,0,0
11/07/2015,38,22,9,5,0,0,0,2
12/07/2015,22,11,5,6,0,0,0,0
13/07/2015,30,17,7,5,0,0,0,1
